X,Y,Evento,Assunto,Data,Ano,Pasta,Página,Local de a,Arquivo,Prática,Atores (ge,Resumo,Ciclo,icon_url
-43.936704,-19.925668,Explosão de bomba em urna para eleições da diretoria do DCE/UFMG,Assembleia Monstro dos universitários,1968/03/29,"1968","1968",p4,Faculdade de Direito da UFMG,Diário da Tarde,Assembleia/Reunião,Estudantes,"""Os estudantes vão às ruas. O DOPS está pronto para manter a ordem e a Polícia tem um contingente em prontidão. Jorge Batista, presidente do DCE, diz que a reação dos estudantes será na mesma intensidade da ação movida, ontem, no Rio, quando Ne","-",./0.png
-43.936704,-19.925668,Explosão de bomba na Faculdade de Direito da UFMG,Protesto monstro contra a ditadura,1968/03/30,"1968","1968",p10,Faculdade de Direito da UFMG,Diário da Tarde,Passeatas,Estudantes,"""A concentração dos estudantes começou às 17,30 horas, em frente ao prédio da Faculdade de Direito, onde estava hastiada a bandeira nacional, junto de muitas faixas pretas e cartazes de protesto. Logo depois fizeram um pequeno comício, quando falar","-",./0.png
-43.9383524053986,-19.9191485641367,Explosão de bomba na FAFICH,Morte do secundarista Edson Luís,1968/04/01,"1968","-","-",Área central,"-",Repressão,Repressão,"Para reprimir aos protestos pela morte do secundarista Edson Luís, foi destacado um efetivo de 4 mil policiais, que foram distribuídos em grupos de 3 em cada esquina do centro da cidade. Buscava-se, assim, reprimir, pela intimidação, as ações de pr",Ciclo 2,./0.png
-43.9382850269332,-19.9208083045293,Explosão de bomba na Igreja São Francisco das Chagas,Morte do secundarista Edson Luís,1968/04/01,"1968","-","-",Igreja São José,"-",Passeatas,Estudantes,"O protesto foi marcado para o dia 1o de abril, partindo da Igreja de São José, às 18 horas (Nahas, 2015). Além da homenagem ao secundarista Edson Luís, o ato tinha como objetivo protestar ""contra todos os atos, todas as violências, cometidas por es",Ciclo 2,./0.png
-43.9366428684566,-19.9257852729711,Explosão de bomba na Oficina Gráfica DCE/UFMG,Morte do secundarista Edson Luís,1968/04/01,"1968","-","-",Faculdade de Direito da UFMG,"-",Ocupação de espaços públicos/coletivos,Estudantes,"Em apoio aos estudantes detidos durantes protestos em homenagem ao estudante Edson Luís, os estudantes ocuparam a Faculdade de Direito. ""Depois das manifestações, os estudantes tomaram a Faculdade Federal de Direito, onde, apoiados por professores, co",Ciclo 2,./0.png
-43.93956,-19.920212,Explosão de bomba no Colégio Riachuelo,Morte do secundarista Edson Luís,1968/04/04,"1968","-","-",Assembleia Legislativa,"-",Comício/Concentração,Estudantes,"Na data da missa de sétimo dia do secundarista Edson Luís, os estudantes reuníram-se na Assembleia Legislativa, tendo o apoio do Presidente da Casa, o deputado Manoel Costa (Nahas, 2015, p.117).",Ciclo 2,./0.png
-43.9382850269332,-19.9208083045293,Explosão de bomba no Colégio São Tomás de Alquino,Morte do secundarista Edson Luís,1968/04/04,"1968","-","-",Igreja São José,"-",Repressão,Repressão,"Na data da missa de sétimo dia do secundarista Edson Luís as ruas no entorno da Igreja São José, onde esta foi celebrada, estavam tomadas por policiais, cães de guarda e cavalaria, que abordavam violentamente quaisquer grupos de pessoas reunidas. (N",Ciclo 2,./0.png
-43.9382850269332,-19.9208083045293,Explosão de bomba no D.A. da Faculdade de Medicina da UFMG,Morte do secundarista Edson Luís,1968/04/04,"1968","-","-",Igreja São José,"-",Vigília/Missa,Religiosos,"A missa de sétimo dia do estudante Edson Luís foi celebrada na Igreja São José por sete padres e foi acompanhada por milhares de pessoas (Nahas, 2015, p.118).",Ciclo 2,./0.png
-44.0139130388403,-19.9773912785218,Explosão de bomba no Instituto de Identificação às 21:40h,Costa e Silva,1968/04/16,"1968",5331 (boletins subversivos) 1970,"144",Barreiro,DOPS,Panfletagem anônima,Anônimo,Panfletos contra Costa e Silva são distribuídos no Barreiro e na Cidade Industrial entre os dias 26 e 27 de setembro (visita do presidente estava prevista para 28/09/1966).,Ciclo 2,./0.png
-49.342131,-25.4946907487014,"Explosão de bomba no Jornal ""Em tempo""",Costa e Silva,1968/04/16,"1968",5331 (boletins subversivos) 1970,"144",Cidade Industrial,DOPS,Panfletagem anônima,Anônimo,Panfletos contra Costa e Silva são distribuídos no Barreiro e na Cidade Industrial entre os dias 26 e 27 de setembro (visita do presidente estava prevista para 28/09/1966).,Ciclo 2,./0.png
-44.0158815977616,-19.9484707955092,Explosão de bombas na Galeria do Ouvidor e no Hotel Macedo,Greve dos trabalhadores da Siderúrgica Belgo-Mineira,1968/04/16,"1968","-","-",Siderúrgica Belgo-Mineira (Contagem),"Linha do tempo
1960-1983",Greve,Trabalhadores,"Cerca de 1.200 trabalhadores da siderúrgica Belgo-Mineira, em Contagem, região metropolitana de Belo Horizonte, cruzam os braços reivindicando reajuste salarial de 25%. A primeira greve depois do golpe militar surpreendeu a ditadura, que desde 1964 im",Ciclo 2,./0.png
-43.941859,-19.919804,"Faixas e distribuição de panfletos pela Anistia Ampla geral e irrestrita, pelas liberdades democráticas e pelo fim da tortura",Repressão,1968/05/02,"1968","251","3",FACE UFMG,DOPS,Ocupação de espaços públicos/coletivos,Estudantes,"Após assembleia, estudantes de ciências econômicas resolveram tomar o prédio da escola de economia, impedindo a saída de professores e alunos. A ação tinha como objetivo pressionar a congregação para se posicionar em relação à prisão de dois",Ciclo 2,./0.png
-49.342131,-25.4946907487014,Feitura da Constituição Federal de 1967,Luta sindical,1968/05/03,"1968","16","93",Cidade Industrial,DOPS,Greve,Trabalhadores,"Tem início a primeira greve após o golpe que incluiu trabalhadores das empresas SBE, Belgo, Mannesmann e RCA.",Ciclo 2,./0.png
-43.9198466282696,-19.9390508833858,Festival Popular de Arte,Luta sindical,1968/05/03,"1968",5331 (boletins subversivos) 1970,"128",Bairro Serra,DOPS,Panfletagem anônima,Anônimo,"Panfletos ""aos que trabalham"" são atirados ou colocados embaixo de portas no bairro Serra (proximidades Igreja Santana)",Ciclo 2,./0.png
-43.941859,-19.919804,Fim da Greve em acessita,"Ocupação;
Estudantes;
FACE",1968/05/14,"1968","251","3",FACE UFMG,DOPS,Repressão,Repressão,"Em função das prisões de dois estudantes de economia por ocasião da concentração do Dia dos Trabalhadores, a Escola de Ciências Econômicas da UFMG é ocupada por mais de 300 estudantes. ""Impedindo a saída de estudantes, professores e do diretor,",Ciclo 2,./0.png
-43.9366428684566,-19.9257852729711,Formação de Líderes Operários,Reunião da Congregação universitária,1968/05/17,"1968","251","5",Faculdade de Direito da UFMG,DOPS,Assembleia/Reunião,Trabalhadores,"Em reunião da Congregação da Faculdade de Direito da UFMG é decidido: ""fazer um apelo ao Ministro da Educação, para que mantenha entendimentos com o Ministro do Exército, a fim de que nos inquéritos policiais-militares contra estudantes sejam res",Ciclo 2,./0.png
-43.93956,-19.920212,Fumageiros vão a DRT,Fim da Greve das professoras,1968/07/03,"1968","1968",pg 5,Assembleia Legislativa,Diário da Tarde,Greve,Sindicatos,"""Acabou a greve das professôras. É por isso que tôda a cidade voltou a ver as ruas cheias de meninos uniformizados, que iam ou voltavam dos grupos escolares. A greve terminou por decisão da Associação das Professoras, depois que o deputado Homero S","-",./0.png
-43.9363907643549,-19.9235269151558,"Greve de alunos da Fafich em apoio aos presos políticos em greve de fome em Itamaracá, Recife-PE",Pixação e comícios relâmpago na prefeitura por estudantes,1968/08/14,"1968",157 jul ago 1968,p.8,Prefeitura de Belo Horizonte,Estado de Minas,Cartazes/Pixação,Estudantes,"""Repetindo o que vinham fazendo há muito, universitários se reuniram no centro da cidade às 13 horas para ""conclamar o povo a participar de nonssa luta através dos comícios relâmpago"". Desta vez, o plano era ousado, mas eles conseguiram cumpir-lo,",Ciclo 2,./0.png
-43.936704,-19.925668,Greve de estudantes de farmácia da UFMG contra inclusão de atribuições para biomédicos,Reunião do IMACO,1968/10/01,"1968","1968",pg 3,Faculdade de Direito da UFMG,Diário da Tarde,Assembleia/Reunião,Estudantes,,"-",./0.png
-43.9422,-19.9404,Greve de professoras com paralização de atividades rede estadual,"Assembléia geral;
Estudantes;
Greve geral",1969/01/01,"1969","251","6",FAFICH UFMG,DOPS,Assembleia/Reunião,Estudantes,"Estudantes de todas as faculdades da Universidade Católica de Minas Gerais se reuniram em assembléia geral na Faculdade de Filosofia da UFMG exigindo tomada de posição por parte da congregação da escola ""frente ao clima de intranquilidade que tomou","-",./0.png
-43.9422,-19.9404,Greve dos alunos da FAFI,"Assembléia geral;
Estudantes;",1969/01/28,"1969","251","6",FAFICH UFMG,DOPS,Assembleia/Reunião,Estudantes,"Assembléia dos estudantes da Faculdade de Filosofia da UFMG; os estudantes esperariam reunião da congregação no dia seguinte e fariam outra assembléia para decidir sobre a greve geral.","-",./0.png
-43.929086,-19.924769,Greve dos Bancários,"Manifestação;
Pichação;
Estudantes;
Coleta de dinheiro para financiar habeas-corpus;
Ocupação;
Barricadas",1969/06/23,"1969","251",2012/11/06,Faculdade de Medicina da UFMG,DOPS,Comício/Concentração,Estudantes,"Manifestação dos estudantes de Medicina da UFMG à frente da faculdade.  
Os manifestantes pixavam ônibus com frases de propaganda contra a ditadura e promoviam coleta de dinheiro para financiamento dos habeas-corpus em favor de colegas presos (Jornal","-",./0.png
-43.9300369328649,-19.9325733175228,Greve dos Funcionarios da PBH,"Passeata;
Estudantes",1971/03/02,"1971","251","38, 43",Av. Afonso Pena,DOPS,Passeatas,Estudantes,"Programada uma passeata dos estudantes em protesto contra a prisão de alguns colegas; De acordo com o ""Jornal do Brasil"", de 15/05/1968, a passeata fracassou, com poucos estudantes reunidos e dispersados por uma bomba de gás lacrimogênio; Já o jornal","-",./0.png
-43.964319,-19.866126,Greve dos motoristas de onibus para aumento salarial,,1971/04/03,"1971","16","74",Reitoria da UFMG,DOPS,Cartazes/Pixação,Anônimo,,"-",./0.png
-43.971096,-19.865917,Greve dos operários da construção civil,,1971/04/26,"1971","16","61",Mineirão,DOPS,Panfletagem,Anônimo,,"-",./0.png
-43.9295194754984,-19.9168480494415,Greve estudantil,,1971/08/11,"1971",5331 (boletins subversivos) 1970,"173",Bairro Floresta,DOPS,Panfletagem,Repressão,,"-",./0.png
-43.973568,-19.933705,Greve estudantil,,1971/08/12,"1971",5331 (boletins subversivos) 1970,"175",Rua Junquilhos,DOPS,Panfletagem anônima,Repressão,,"-",./0.png
-44.006202,-19.966818,Greve Geral,,1971/08/17,"1971",5331 (boletins subversivos) 1970,"18",Mannesmann,DOPS,Panfletagem,Repressão,,"-",./0.png
-43.9236813911731,-19.9023337026743,Greve geral em Acessita,,1971/11/18,"1971",5331 (boletins subversivos) 1970,"26",Bairro Sagrada Família,DOPS,Panfletagem anônima,Partidos políticos,"Os panfletos distribuídos de um carro em movimento convocava os trabalhadores a não participares das ""festas organizadas pelos militares traidores"" (DOPS, 1970, Pasta 5331-boletins subversivos)","-",./0.png
-43.9320193647263,-19.9258116563329,Greve nacional de estudantes,Guerrilha do Pará,1973/03/13,"1973",SESP-1.2-2.2-0007,1243/1244,Hospital da Cruz Vermelha (Al. Ezequiel Dias),SESP,Cartazes/Pixação,Anônimo,VIVA A GUERRILHA DO PARÁ - 73,"-",./0.png
-43.9438331328648,-19.9352524782431,Greve nacional dos bancários,"Fascismo; Socialismo; PC",1974/11/12,"1974",SESP-1.2-2.2-0005,1204/1025,Colégio Estadual Central,SESP,Cartazes/Pixação,Anônimo,"Abaixo o Fascismo; Viva o Socialismo; Viva PC","-",./0.png
-43.9567139755393,-19.9199079732778,I Congresso Nacional do Movimento Contra a Carestia,"Fascismo; PC do B; Socialismo",1974/11/29,"1974",SESP-1.2-2.2-0005,"1222",Av. do Contorno c/ Av. Augusto de Lima,SESP,Cartazes/Pixação,Anônimo,ABAIXO O FASCISMO - PC do B - VIVA O SOCIALISMO,"-",./0.png
-43.975215790593,-19.9151512497624,I Congresso Nacional dos Trabalhadores Agrícolas do Brasil,"Fascismo; Socialismo",1974/11/29,"1974",SESP-1.2-2.2-0005,"1222",Igreja Pe. Eustáquio,SESP,Cartazes/Pixação,Anônimo,ABAIXO O FASCISMO - VIVA O SOCIALISMO - ASPE,"-",./0.png
-43.9431149577184,-19.9258502948047,I Encontro da Mulher Mineira no Auditório da Faculdade de Direito,s/i,1975/02/14,"1975",SESP-1.2-2.2-0005,"1218",Av. Bias Fortes c/ R. Espírito Santo,SESP,Cartazes/Pixação,Anônimo,BANQUETE 93,"-",./0.png
-43.9619292455768,-19.9176312157475,Inauguração de Comitê Político,PC do B,1975/02/14,"1975",SESP-1.2-2.2-0005,"1217",Av. Tereza Cristina nº 455,SESP,Cartazes/Pixação,Anônimo,VIVA O PC do B,"-",./0.png
-43.9489330600192,-19.9166328781084,Informe sobre retorno de exilados ao país,"Fascismo; Socialismo; Synteko Pinturas",1975/02/14,"1975",SESP-1.2-2.2-0005,1210/1211/1215,Elevado Bias Fortes com R. Patrocínio,SESP,Cartazes/Pixação,Anônimo,"ABAIXE O FASCISMO/ VIVA O SOCIALISMO; SYNTEKO PINTURAS F.26-3626","-",./0.png
-43.9783993727986,-19.9308020676104,Insituição do AI-5,"Socialismo; PC do B; Fascismo; Ditadura",1975/02/14,"1975",SESP-1.2-2.2-0005,1210/1212/1213/1214/1222,"R. Alpes, atrás da Escola Técnica Federal",SESP,Cartazes/Pixação,Anônimo,"VIVA O SOCIALISMO / PCdoB; FORA O FASCISMO; ABAIXE O FASCISMO; ABAIXO COM A DITADURA","-",./0.png
-43.957216075193,-19.9282170127991,Invasão e roubo da sede da Fundação Centro de Estudos do trabalho (GETEC),Ditadura,1975/04/21,"1975",SESP-1.2-2.2-0005,1192/1196,Colégio Pio XII (Av. Contorno c/ Amazonas),SESP,Cartazes/Pixação,Anônimo,ABAIXO A DITADURA,"-",./0.png
-43.957216075193,-19.9282170127991,Invasão e roubo da sede do Jornal dos Bairros,Ditadura,1975/04/23,"1975",SESP-1.2-2.2-0005,1197/1198,Colégio Pio XII (Av. Contorno c/ Amazonas),SESP,Cartazes/Pixação,Anônimo,ABAIXO A DITADURA,"-",./0.png
-43.943353,-19.923788,Invasão e roubo do Centro Cultural Operário,Guerrilha do Pará,1975/04/24,"1975",SESP-1.2-2.2-0005,"1195",Auditório da Secretaria de Saúde e Assistência,SESP,Cartazes/Pixação,Anônimo,VIVA A GUERRILHA DO PARÁ,"-",./0.png
-43.9925520847658,-19.9224990769793,Jornais noticiam a Quinzena da Carestia,"Greve;
Estudantes;
Assembléia geral;",1976/07/10,"1976","251","28",PUC-Minas,DOPS,Greve,Estudantes,,"-",./0.png
-43.9077575040302,-19.8862965221054,"Jornal ""Em Tempo"" é invadido e vandalizado pela terceira vez",Geisel,1976/07/11,"1976",SESP-1.2-2.2-0005,"1187",R. Campanário nº 513,SESP,Cartazes/Pixação,Anônimo,,"-",./0.png
-43.9083288905938,-19.886355134626,Juri simulado promovido pelo DCE,Democracia,1976/07/11,"1976",SESP-1.2-2.2-0005,"1187",R. Carmésia 580,SESP,Cartazes/Pixação,Anônimo,,"-",./0.png
-43.9284395040293,-19.9136180350255,Manifestantes entregam à Câmara Municipal e à Assembleia Legislativa anteprojeto contra corte de ônibus direto do Barreiro e região para o centro,Guerrilha do Pará,1976/10/08,"1976",SESP-1.2-2.2-0005,"1196",Cine Floresta/ Av. do Contorno,SESP,Cartazes/Pixação,Anônimo,,"-",./0.png
-43.9552717384679,-19.914739029034,Marcha do IMACO,,1976/10/22,"1976",5331 (boletins subversivos) 1970,"66",Bairro Carlos Prates,DOPS,Panfletagem,Anônimo,,"-",./0.png
-43.9493778021777,-19.9210803577008,Marcha dos operários da Mina Morro Velho,Ditadura,1976/12/29,"1976",SESP-1.2-2.2-0005,1168/1180,Av. Augusto de Lima nº 1400,SESP,Cartazes/Pixação,Anônimo,,"-",./0.png
-43.9992,-19.9464,Montado Pronto Socorro dos Direitos Humanos na Faculdade de Direito,,1977/03/09,"1977",5331 (boletins subversivos) 1970,"178",Cabana do Pai Tomaz,DOPS,Panfletagem,Anônimo,,"-",./0.png
-43.940476,-19.915881,Moradores de favela reúnem-se no Auditório da Secretaria de Saúde,,1977/04/05,"1977",5331 (boletins subversivos) 1970,29-32,"Ruas Guaranis e Tupinambás; Mesbla (Afonso Pena c/ Curitiba)",DOPS,Panfletagem anônima,Anônimo,,"-",./0.png
-44.0139130388403,-19.9773912785218,Movimento de favelas se organiza para pressionar ações do Governo em favor de favelados e desabrigados atingidos pelas chuvas.,Reuniões comunitárias no Barreiro,1977/12/18,"1977","-","-",Barreiro,"Linha do tempo
1960-1983",Assembleia/Reunião,Associações comunitárias,Realização de reuniões comunitária no Barreiro com a presença da Secretaria Municipal de Transportes. As 22 associações presentes reivindicavam linhas diretas para o centro novamente e o fim do monopólio de determinadas empresas na região (FUNDA,"-",./0.png
-43.929086,-19.924769,Novo atentado à bomba na FACE,terrorismo,1978/03/28,"1978","-","-",Faculdade de Medicina da UFMG,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,,Ciclo 3,./0.png
-43.941859,-19.919804,Ocupação da FACE,terrorismo,1978/04/07,"1978","-","-",FACE UFMG,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,,Ciclo 3,./0.png
-43.929086,-19.924769,Ocupação da Faculdade de Direito em reação à repressão nos protestos em homenagem ao secundarista Edson Luís,terrorismo,1978/04/07,"1978","-","-",Faculdade de Medicina da UFMG,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,,Ciclo 3,./0.png
-43.941859,-19.919804,Ocupação de terrenos adjacentes à Favela Cabana do Pai Tomás,terrorismo,1978/04/14,"1978","-","-",FACE UFMG,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,,Ciclo 3,./0.png
-43.939346,-19.917078,Ocupação de terrenos no Bairro Santa Efigênia,"Reunião;
Sindicatos",1978/04/14,"1978","189","27",Federação dos Trabalhadores nas Indústrias de Fiação e Tecelagem de Minas Gerais,DOPS,Assembleia/Reunião,Sindicatos,"Movimento das classes populares acerca do crescente aumento do custo de vida, prevendo uma grande concentração;","-",./0.png
-43.934816,-19.935194,Ocupação para construção de moradias na Vila Santa Isabel,terrorismo,1978/04/18,"1978",,,Colégio Santo Antônio,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,Era realizado no local evento pela Anistia com a participação de cerca de 1.500 pessoas. A bomba foi descoberta e desativada. Oito carros de membros do Movimento Feminino pela Anistia (MFPA) foram depredados e tiveram seus pneus furados.,Ciclo 3,./0.png
-43.953888,-19.925396,Ocupações de terrenos na região da 'Cabana do Pai Tomáz',,1978/04/19,"1978",,,Casa Helena Greco (R. Juiz de Fora nº 849),http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,,"-",./0.png
-43.9592571905381,-19.8793625123958,Orientação para vigilância,"Anisitia; Movimento de Liberação Nacional",1978/04/24,"1978",SESP-1.2-2.2-0005,"1162","R. Caldas da Rainha nº 1777,1801",SESP,Cartazes/Pixação,Anônimo,,"-",./0.png
-43.941853,-19.919808,Panfletagem contra o aumento do custo do leite,Terrorismo,1978/04/28,"1978",1.1-2.2-0018 (A.1),1156-1157,Terbel,SESP,Atentado à bomba,Movimentos Conservadores,"Diversos atentados a bomba tendo unidades da UFMG como alvo entre 28 de março e 18 de abril. O cabo José Miranda Nunes foi identificado responsável por duas tentativas de atentados: na Terbel, em 28 de março e dois atentados na FACE em 31 de março e","-",./0.png
-43.9422,-19.9404,"Para prevenir contra suposta manifestação contra aumento de custo de vida, polícia ocupou principais pontos do centro",Estudantil,1978/06/06,"1978",1.2-2.1-0021(27),1647-48,FAFICH UFMG,SESP,Assembleia/Reunião,Estudantes,Encontro reuniu cerca de 300 estudantes. Foram encenados o julgamento do reitor José Carlos de Almeida Azevedo da UNB e seu eforcamento simbólico. O reitor havia permitido a entrada da repressão no campus da UNB.,"-",./0.png
-43.9475155905369,-19.9235458009597,"Para prevenir contra suposta manifestação contra aumento de custo de vida, polícia ocupou principais pontos do centro",Imperialismo,1978/06/13,"1978",SESP-1.2-2.2-0005,"1157",Av. Amazonas nº 1482,SESP,Cartazes/Pixação,Anônimo,ABAIXO O IMPERIALISMO ESCRAVAGISTA,"-",./0.png
-43.929086,-19.924769,"Para prevenir contra suposta manifestação contra aumento de custo de vida, polícia ocupou principais pontos do centro",Estudantil,1978/07/28,"1978",1.2-2.1-0021(27),1647-48,Faculdade de Medicina da UFMG,SESP,Assembleia/Reunião,Estudantes,Foi também discutido a respeito do reitor José Carlos de Almeida Azevedo da UNB,"-",./0.png
-43.941994,-19.928655,Passeata contra despejos na Vila Jardim Amaral,terrorismo,1978/07/28,"1978",1.1-2.2-0003 (1),1125 131-1132,Jornal Em Tempo,"-",Manifestações conservadoras,Estudantes,"Jornal ""Em Tempo"" é invadido e vandalizado. Foram ainda roubados documentos e pixadas as siglas GAC e MAC",Ciclo 3,./0.png
-43.935154,-19.914951,Passeata da panela vazia,Fechamento curso Formação de mão de obra,1978/08/08,"1978",1.2-2.2-0001 (5),"465",Escola de Engenharia,SESP,Comício/Concentração,Estudantes,Protesto contra fechamento do curso de formação de mão de obra oferecido pela Escola de Engenharia.,"-",./0.png
-43.940633,-19.919221,Passeata do Calouro,Terrorismo,1978/08/08,"1978",1.1-2.2-0018 (A.1),"1159",Galeria do Ouvidor,SESP,Atentado à bomba,Movimentos Conservadores,Grupos de Estudantes Radicais de Direita assumiram a autoria,"-",./0.png
-43.941994,-19.928655,Passeata do Silêncio em reção à repressão sofrida na Passeata do Calouro,terrorismo,1978/08/18,"1978",1.1-2.2-0003 (1),1125 131-1132,Jornal Em Tempo,"-",Atentado à bomba,Movimentos Conservadores,"O atentado ocorreu às 3h da manhã. Foi o segundo atentado sofrido pelo jornal, na primeira vez, ocorrida 21 dias antes (28/07/1978), houve somente vandalismo. Documentos foram roubados durante o atentado ou por agentes do DOPS",Ciclo 3,./0.png
-43.938823,-19.925418,Passeata dos estudantes em sentido contrário aos veículos,Repressão,1978/08/29,"1978",1.1-2.2-0001(5),"546","Rua Espírito Santo, 1209",SESP,Repressão,Repressão,"Investigador foi ao endereço, onde havia ainda uma loja de matérial elétrico, uma barbearia, uma oficina de sapatos e um bar, mas nada foi encontrado","-",./0.png
-43.937924,-19.919725,Passeata em apoio à favela Operária Estudantil,,1978/09/01,"1978",,,DCE/UFMG,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,,"-",./0.png
-43.929086,-19.924769,Passeata em protesto à prisão de estudantes,,1978/09/01,"1978",,,Faculdade de Medicina da UFMG,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,,"-",./0.png
-43.925935,-19.918183,Passeata pela abertura do SAPS Lagoinha,terrorismo,1978/09/02,"1978",,,Jornal De Fato,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Manifestações conservadoras,Movimentos Conservadores,"Sede do Jornal ""De Fato"" é arrombada e documentos e telefone são roubados. Houve ainda tentativa de incendiar o local.",Ciclo 3,./0.png
-43.949656,-19.926219,Peça encenada durante Assembleia contra aumento de custo de vida,terrorismo,1978/09/11,"1978",,,Colégio Santo Agostinho,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,A explosão ocorreu durante debate promovido pelo Grupo de Universitários Católicos.,Ciclo 3,./0.png
-43.9422,-19.9404,Pedido de reajuste das tarifas de táxi em BH,Anistia,1978/09/11,"1978",1.1-2.2-0018,"1187",FAFICH UFMG,SESP,Cartazes/Pixação,Estudantes,O evento ocorreu no dia 18/04 no Colégio Santo Antônio às 20h,"-",./0.png
-43.943007,-19.922571,Piquete em colégios de Belo Horizonte,Anistia,1978/09/12,"1978",1.1-2.2-0018 (A.1),"1498",Mercado Central,SESP,Panfletagem,Estudantes,Os estudantes secundaristas distribuiam os panfletos próximo ao mercado central,"-",./0.png
-43.960124,-19.911937,Piquete na FACE/UFMG durante greve estudantil,"Soltura presos políticos; Cajá",1978/09/13,"1978",,,Igreja São Francisco de Chagas,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,"Bomba explode durante vigília pelo preso político Cajá, preso em Recife em maios de 1978",Ciclo 3,./0.png
-43.937924,-19.919725,Piquetes nas escolas durante greve estudantil,Anti-comunismo,1978/09/14,"1978",1.2-2.2-0001(2),119-120,DCE/UFMG,"-",Atentado à bomba,Movimentos Conservadores,,"-",./0.png
-43.953888,-19.925396,Pixação,Anti-comunismo,1978/10/22,"1978",1.2-2.2-0001(2),119-120,Casa Helena Greco (R. Juiz de Fora nº 849),"-",Atentado à bomba,Movimentos Conservadores,Explosão de bomba na porta da casa de Helena Greco,"-",./0.png
-43.953888,-19.925396,Pixação,Anti-comunismo,1978/10/22,"1978",,,Casa Helena Greco (R. Juiz de Fora nº 849),http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,Explosão de bomba na porta da casa de Helena Greco,"-",./0.png
-43.953888,-19.925396,Pixação,Anti-comunismo,1978/10/23,"1978",1.2-2.2-0001(2),119-120,Casa Helena Greco (R. Juiz de Fora nº 849),"-",Repressão,Movimentos Conservadores,,"-",./0.png
-43.9422,-19.9404,Pixação,"Violência; Repressão; Presos políticos",1978/11/01,"1978",1.1-2.2-0018 (A.1),"1479",FAFICH UFMG,SESP,Greve,Estudantes,"A greve de fome durou 27 dias e ocorreu ""pela quebra do isolamento dos companheiros Rholine Sonde Cavalcante e Carlos Alberto Soares, condenados à prisão perpétua"". O ato gerou outras greves em outros presídios em solidariedade na penitenciária Frei","-",./0.png
-43.931435386893,-19.9277311900545,Pixação,Terrorismo,1978/12/01,"1978",1.1-2.2-0018 (A.1),"1155",IEMG,SESP,Atentado à bomba,Movimentos Conservadores,,"-",./0.png
-43.936389,-19.923762,Pixação,terrorismo,1978/12/11,"1978",1.1-2.2-0003 (1),"1144",Prefeitura de Belo Horizonte,"-",Atentado à bomba,Movimentos Conservadores,,"-",./0.png
-43.941994,-19.928655,Pixação,Anti-comunismo,1978/12/15,"1978",1.2-2.2-0001(2),119-120,Jornal Em Tempo,"-",Cartazes/Pixação,Movimentos Conservadores,,"-",./0.png
-43,-19.9261072,Pixação,Greve do ABC,1979/01/04,"1979",1.2-2.1-0009,"2077",Casa do Jornalista,SESP,Evento,Trabalhadores,,Ciclo 3,./0.png
-43.916042,-19.920898,Pixação,Anistia,1979/01/20,"1979",1.1-2.2-0018 (A.1),"1432",Câmara Municipal,SESP,Repressão,Repressão,,Ciclo 3,./0.png
